Run,Event,E1,px1,py1,pz1,pt1,eta1,phi1,Q1,E2,px2,py2,pz2,pt2,eta2,phi2,Q2,M
146511,3097,24.0,1.2111,6.4581,23.0828,6.5707,1.9693,1.3854,1.0,11.2815,1.3079,3.243,10.7253,3.4969,1.8395,1.1874,-1.0,1.1561
146511,3098,5.7575,-1.8782,-5.0627,1.9947,5.3999,0.3615,-1.926,1.0,6.0442,2.9886,5.2512,0.1208,6.0421,0.02,1.0534,-1.0,11.5558
146511,3099,10.8739,-6.5884,-1.1455,8.5739,6.6872,1.0675,-2.9694,1.0,7.542,-3.7174,0.0801,6.5609,3.7183,1.3331,3.1201,-1.0,1.6553
146511,3100,46.4837,-29.8598,0.6254,-35.6191,29.8664,-1.0112,3.1207,-1.0,46.4092,28.5538,-1.2452,36.5641,28.5809,1.0658,-0.0436,1.0,92.8768
146511,3101,10.837,1.6961,-9.0075,5.7808,9.1658,0.595,-1.3847,1.0,9.7676,-1.7187,8.2215,-4.9848,8.3992,-0.5632,1.7769,-1.0,20.5741
146511,3102,47.8198,-24.3799,32.13,-25.6905,40.3326,-0.6003,2.2199,1.0,82.3211,9.5326,-48.2644,-66.0033,49.1968,-1.1036,-1.3758,-1.0,89.7114
146511,3103,5.9016,2.6646,0.5324,5.2378,2.7173,1.4108,0.1972,-1.0,3.8257,-1.6516,-1.2487,-3.2153,2.0705,-1.2238,-2.4942,1.0,9.4335
146511,3104,1.5858,-0.7561,-1.0472,0.914,1.2916,0.6589,-2.1961,1.0,1.6101,0.5435,0.8219,-1.269,0.9854,-1.071,0.9865,-1.0,3.161
146511,3105,6.7387,4.7593,-4.5637,-1.3859,6.5938,-0.2087,-0.7644,-1.0,1.0897,-0.4181,-0.8502,-0.5277,0.9475,-0.5316,-2.0278,1.0,3.0765
146511,3106,0.6395,0.3272,-0.276,0.4631,0.4281,0.938,-0.7007,1.0,0.6674,-0.2794,0.1052,-0.5875,0.2986,-1.4291,2.7816,-1.0,1.2888
146511,3107,2.8036,2.1987,0.3126,-1.708,2.2208,-0.7084,0.1412,-1.0,1.6536,-0.9057,-0.7287,-1.1713,1.1625,-0.8868,-2.464,1.0,3.1195
146511,3108,5.6055,-1.207,3.0712,4.5301,3.2999,1.1221,1.9452,-1.0,17.6742,-6.034,7.0502,15.0416,9.2798,1.26,2.2787,1.0,2.0044
146511,3109,57.3226,-33.0301,-41.9436,-20.8713,53.3878,-0.3816,-2.2379,-1.0,45.3512,30.5956,30.5726,-13.6361,43.2524,-0.3103,0.785,1.0,95.9995
146511,3110,0.5827,-0.5275,0.0479,0.2187,0.5297,0.402,3.0511,-1.0,2.4415,2.1368,-0.7188,0.9313,2.2544,0.4022,-0.3245,1.0,2.1872
146511,3111,4.6036,1.3852,1.9407,-3.9366,2.3844,-1.2757,0.9509,1.0,11.5219,-0.2479,3.6417,-10.9279,3.6501,-1.8165,1.6388,-1.0,2.5732
146511,3112,2.5564,1.8717,1.5848,-0.7134,2.4525,-0.2869,0.7026,-1.0,2.1889,-1.0245,1.9109,0.2809,2.1682,0.1292,2.0629,1.0,3.0648
146511,3113,1.6688,-0.5266,-0.8959,-1.3014,1.0392,-1.049,-2.1022,1.0,1.4573,0.246,0.618,1.2923,0.6652,1.4177,1.192,-1.0,3.101
146511,3114,2.6088,1.252,1.037,2.0377,1.6257,1.0497,0.6917,1.0,2.3414,1.1824,1.7138,1.0659,2.082,0.4919,0.9669,-1.0,1.1749
146511,3115,2.1014,-1.5993,-1.2177,-0.6035,2.0101,-0.2959,-2.4908,-1.0,1.1373,0.7026,0.8781,0.1327,1.1246,0.1177,0.896,1.0,3.0575
146511,3116,5.2154,-4.0561,2.233,2.3981,4.6302,0.4972,2.6384,-1.0,20.6079,-13.0876,12.7813,9.4883,18.2934,0.4979,2.368,1.0,2.4942
146511,3117,10.3862,1.4526,-1.7801,10.1283,2.2975,2.1893,-0.8864,1.0,1.8542,1.2123,-0.8441,1.1157,1.4772,0.6973,-0.6083,-1.0,3.0679
146511,3118,6.1625,-5.3298,2.6627,1.5709,5.9579,0.2607,2.6783,-1.0,0.7037,-0.3767,0.5834,-0.0432,0.6944,-0.0622,2.1441,1.0,1.3076
146511,3119,2.887,-0.9369,2.0193,-1.8353,2.226,-0.7517,2.0052,1.0,1.7539,0.8873,-0.5903,-1.389,1.0657,-1.0805,-0.5871,-1.0,3.0162
146511,3120,2.4222,0.0175,1.7555,-1.6654,1.7556,-0.8445,1.5609,1.0,0.5518,0.1946,0.387,0.3251,0.4331,0.6936,1.1049,-1.0,1.5533
146511,3121,5.4056,3.8426,2.1004,-3.1673,4.3792,-0.6716,0.5002,-1.0,10.901,6.7051,3.4457,-7.8734,7.5386,-0.9124,0.4747,1.0,1.4127
146511,3122,0.8501,-0.5875,-0.3467,-0.4961,0.6822,-0.6748,-2.6084,1.0,0.7722,0.5229,0.3282,0.4516,0.6174,0.6783,0.5606,-1.0,1.6203
146511,3123,8.6588,1.9201,0.5283,-8.4261,1.9914,-2.1493,0.2685,1.0,6.3277,2.327,0.6168,-5.8509,2.4074,-1.6211,0.2591,-1.0,1.1897
146511,3124,0.3685,0.1888,0.1922,-0.2281,0.2694,-0.7686,0.7944,1.0,5.0755,1.2097,1.6796,4.633,2.0699,1.5454,0.9466,-1.0,2.1848
146511,3125,5.107,1.6348,0.3791,4.8223,1.6782,1.7777,0.2279,1.0,1.4463,0.2572,-0.374,1.3692,0.4539,1.8236,-0.9682,-1.0,1.0161
146511,3126,12.0067,5.2124,-2.099,10.6101,5.6192,1.3925,-0.3828,1.0,9.7786,3.6846,-4.5299,7.8431,5.8392,1.1045,-0.8879,-1.0,3.3136
146511,3127,2.934,1.0678,1.6114,2.2046,1.9331,0.9773,0.9856,-1.0,3.3249,-0.403,-0.7484,-3.2127,0.85,-2.0398,-2.0648,1.0,6.0804
146511,3128,6.1158,3.3992,0.8997,-5.0028,3.5162,-1.1512,0.2587,1.0,1.8364,-0.5178,-0.2049,-1.7467,0.5568,-1.8608,-2.7648,-1.0,2.9826
146511,3129,39.4327,-4.0952,-3.0224,-39.1027,5.0898,-2.7363,-2.5058,-1.0,53.7483,2.9725,-25.3429,47.3051,25.5166,1.3763,-1.454,1.0,88.3717
146511,3130,19.2357,4.6083,2.7837,-18.4666,5.3838,-1.9463,0.5434,-1.0,4.5931,0.4069,0.7419,-4.5132,0.8462,-2.3759,1.0691,1.0,1.4682
146511,3131,45.6388,18.9125,-21.6876,35.4239,28.7756,1.0357,-0.8536,1.0,51.9389,7.8141,-4.7447,-51.128,9.1418,-2.4225,-0.5457,-1.0,88.6669
146511,3132,1.065,0.887,-0.5084,0.2789,1.0224,0.2695,-0.5204,1.0,1.2486,-1.0668,0.6357,0.0749,1.2419,0.0603,2.6042,-1.0,2.2758
146511,3133,1.5299,0.9527,0.3278,-1.1465,1.0075,-0.9756,0.3314,1.0,1.6957,0.3117,-1.5897,-0.4899,1.6199,-0.298,-1.3771,-1.0,2.1297
146511,3134,0.8718,0.6115,0.4256,-0.4403,0.745,-0.5611,0.608,-1.0,2.9437,-1.8667,-0.6487,2.1791,1.9762,0.9521,-2.8071,1.0,3.1479
146511,3135,3.9164,-2.2171,-0.7424,3.1401,2.338,1.1044,-2.8185,1.0,5.8078,2.5133,1.8243,-4.9065,3.1056,-1.2383,0.6279,-1.0,9.4963
146511,3136,4.9735,-0.6145,-1.7913,-4.5976,1.8938,-1.6201,-1.9013,1.0,4.4334,0.1613,2.1936,3.8479,2.1995,1.3256,1.4974,-1.0,9.3574
146511,3137,12.9021,-0.4761,6.901,10.8905,6.9174,1.2353,1.6397,1.0,0.3544,-0.1059,-0.2773,0.1623,0.2968,0.5227,-1.9355,-1.0,3.0594
146511,3138,5.0967,-3.3734,2.7699,2.6293,4.3649,0.5709,2.4541,-1.0,4.6606,4.1429,-1.9225,-0.9224,4.5672,-0.2006,-0.4345,1.0,9.5385
146511,3139,21.6281,19.8248,7.2754,4.6696,21.1177,0.2194,0.3517,1.0,22.125,-20.2434,-7.4462,-4.9258,21.5694,-0.2264,-2.7891,-1.0,43.7499
146511,3140,12.4281,1.0281,10.5951,-6.4135,10.6449,-0.571,1.4741,-1.0,2.6331,-0.2762,2.4067,-1.0263,2.4225,-0.4119,1.6851,1.0,1.3693
146511,3141,1.9455,1.3371,1.0557,-0.9334,1.7036,-0.5237,0.6684,-1.0,2.0833,-1.5167,0.9286,-1.08,1.7784,-0.5751,2.5922,1.0,2.8648
146511,3142,42.8386,18.0324,38.4003,-5.9491,42.4234,-0.1398,1.1318,-1.0,60.2181,-30.6848,-26.9515,44.2523,40.8404,0.9392,-2.4209,1.0,94.1403
146511,3143,7.7526,3.0317,4.2944,5.6973,5.2567,0.9394,0.9561,-1.0,2.3275,0.787,1.8065,1.2341,1.9705,0.5912,1.16,1.0,1.3268
146511,3144,5.2906,4.4121,-2.6554,-1.2088,5.1495,-0.2326,-0.5418,-1.0,4.8916,-3.8761,2.1262,-2.0908,4.421,-0.4569,2.6399,1.0,9.6032
146511,3145,2.0767,-0.2765,2.0525,0.1109,2.071,0.0535,1.7047,1.0,3.5454,3.1037,1.7066,-0.1168,3.5419,-0.033,0.5027,-1.0,3.0797
146511,3146,3.477,0.1627,-1.6618,3.048,1.6697,1.3627,-1.4732,1.0,0.8569,0.574,0.5743,-0.2528,0.812,-0.3065,0.7856,-1.0,3.0404
146511,3147,1.384,0.0314,0.6808,1.1999,0.6815,1.3311,1.5248,-1.0,8.1854,5.464,-1.1462,5.9851,5.5829,0.9314,-0.2068,1.0,3.0878
146511,3148,17.3649,-6.9375,-3.4715,15.5354,7.7576,1.4448,-2.6776,-1.0,4.4188,2.5046,-2.608,2.5377,3.6159,0.6541,-0.8056,1.0,9.5542
146511,3149,0.5211,0.4403,-0.1209,-0.2279,0.4566,-0.4805,-0.268,1.0,5.0515,2.708,0.1825,-4.2592,2.7141,-1.2326,0.0673,-1.0,1.0027
146511,3150,21.6372,-5.1482,2.4562,-20.8715,5.7042,-2.0085,2.6964,-1.0,4.5771,-0.5097,0.8245,-4.472,0.9694,-2.2336,2.1245,1.0,1.4556
146511,3151,6.4157,2.4226,-4.9566,-3.273,5.517,-0.563,-1.1162,1.0,0.6028,-0.2804,-0.2499,0.4595,0.3756,1.0307,-2.4137,-1.0,3.1059
146511,3152,41.6518,-11.0989,-2.1889,-40.0859,11.3127,-1.9776,-2.9469,1.0,27.1855,-6.184,-1.5393,-26.4278,6.3727,-2.1298,-2.8976,-1.0,1.3763
146511,3153,1.3894,-1.2251,-0.4821,0.4313,1.3165,0.322,-2.7667,1.0,0.9343,0.4199,-0.7965,0.2259,0.9004,0.2484,-1.0857,-1.0,1.6385
146511,3154,1.0432,0.0397,-0.9969,0.2858,0.9977,0.2827,-1.531,1.0,2.1206,-0.2577,1.7852,1.1102,1.8037,0.5821,1.7142,-1.0,2.7188
146511,3155,12.9676,0.8053,-8.9612,-9.3379,8.9973,-0.9079,-1.4812,-1.0,3.3887,0.4181,-2.7824,-1.8857,2.8137,-0.6281,-1.4216,1.0,1.4673
146511,3156,18.678,-2.3132,-1.9968,18.426,3.0558,2.4967,-2.4295,-1.0,13.3512,-4.765,3.0471,12.0935,5.656,1.5038,2.5727,1.0,6.5744
146511,3157,9.3989,2.6001,1.2023,8.9511,2.8646,1.8572,0.4331,1.0,5.544,0.7332,0.0414,5.4941,0.7344,2.71,0.0565,-1.0,1.4028
146511,3158,45.1289,42.4159,-15.3615,1.2338,45.1119,0.0273,-0.3475,1.0,48.2214,-46.3534,13.0141,2.6993,48.1456,0.056,2.8679,-1.0,93.1546
146511,3159,1.705,-1.5222,0.7306,0.2122,1.6885,0.1253,2.6941,-1.0,1.6389,1.4494,-0.6657,-0.3617,1.5949,-0.2249,-0.4306,1.0,3.3391
146511,3160,38.4148,36.6204,7.1118,-9.1684,37.3046,-0.2434,0.1918,-1.0,62.0001,-57.7607,22.3178,3.1006,61.9224,0.0501,2.7729,1.0,93.4523
146511,3161,52.3485,-1.9845,-21.9986,47.4602,22.088,1.5082,-1.6608,-1.0,36.0815,1.4061,12.5302,-33.8065,12.6088,-1.7125,1.459,1.0,86.853
146511,3162,0.6336,0.1279,0.6081,0.0646,0.6214,0.1038,1.3635,-1.0,1.0008,0.1529,-0.6382,-0.7482,0.6563,-0.9771,-1.3357,1.0,1.4576
146511,3163,0.7684,0.73,0.1356,-0.1674,0.7425,-0.2236,0.1837,-1.0,5.2761,-2.2147,1.0094,-4.68,2.4338,-1.4086,2.7139,1.0,3.086
146511,3164,1.4294,-0.3811,1.1779,-0.7066,1.238,-0.5436,1.8837,1.0,1.6533,0.8595,-1.0697,0.9162,1.3722,0.626,-0.8939,-1.0,3.0362
146511,3165,1.737,-0.3449,-0.8704,1.4592,0.9363,1.2268,-1.9481,1.0,2.1229,1.4858,1.453,0.4202,2.0782,0.2009,0.7742,-1.0,3.1185
146511,3166,10.0546,3.0771,-8.98,-3.3129,9.4926,-0.3423,-1.2407,-1.0,4.2269,0.2042,-2.6832,-3.2579,2.691,-1.0228,-1.4949,1.0,3.7401
146511,3167,5.7021,-3.152,-2.003,4.3076,3.7346,0.9858,-2.5755,-1.0,5.4382,3.0591,-0.213,-4.4899,3.0666,-1.1747,-0.0695,1.0,10.9157
146511,3168,25.2384,10.7233,10.8193,-20.1226,15.2331,-1.0912,0.7899,-1.0,24.7904,-10.8988,-9.9205,19.9337,14.7377,1.1101,-2.4031,1.0,50.02
146511,3169,3.6319,-1.1527,0.666,-3.3775,1.3313,-1.6609,2.6177,1.0,1.3719,1.2208,0.4067,-0.4637,1.2868,-0.353,0.3216,-1.0,3.0213
146511,3170,47.8793,28.6439,-37.3489,-8.7754,47.0681,-0.1854,-0.9165,1.0,56.4983,-14.0452,31.4212,-44.805,34.4174,-1.0796,1.9912,-1.0,88.1792
146511,3171,10.1547,1.2204,-5.0601,-8.7185,5.2052,-1.2881,-1.3341,-1.0,3.4163,1.2272,-2.7092,-1.6775,2.9742,-0.5377,-1.1455,1.0,3.1211
146511,3172,2.6851,0.9139,-1.3096,-2.156,1.597,-1.1086,-0.9615,1.0,2.3377,-1.9201,-1.0139,-0.8597,2.1713,-0.3863,-2.6557,-1.0,3.1182
146511,3173,47.6921,-21.1933,-42.3159,5.8937,47.3264,0.1242,-2.0351,1.0,48.3374,21.0463,43.3361,-3.9396,48.1764,-0.0817,1.1187,-1.0,96.0041
146511,3174,8.4934,4.091,0.023,-7.4424,4.091,-1.3597,0.0056,-1.0,14.5895,3.1537,-0.126,-14.2436,3.1563,-2.2121,-0.0399,1.0,3.1684
146511,3175,3.9374,1.9188,-2.9904,1.6933,3.5531,0.4601,-1.0003,1.0,6.9217,3.092,-4.071,4.6652,5.1121,0.8182,-0.9212,-1.0,1.586
146511,3176,2.2462,1.1299,-0.1465,-1.9329,1.1394,-1.299,-0.1289,-1.0,10.2871,-4.0307,3.8192,8.6591,5.5528,1.2273,2.3831,1.0,9.4836
146511,3177,3.5034,0.3167,-0.9052,3.368,0.959,1.969,-1.2343,1.0,0.8208,0.5063,0.2046,-0.6036,0.5461,-0.9539,0.3841,-1.0,3.1447
146511,3178,1.7862,-1.5241,-0.2376,0.8945,1.5425,0.5515,-2.9869,1.0,0.5553,0.1885,-0.1176,-0.4979,0.2222,-1.5465,-0.5578,-1.0,1.8481
146511,3179,9.3126,-8.6242,3.0053,1.818,9.1328,0.1978,2.8063,-1.0,10.525,5.3273,-0.814,-9.0399,5.3892,-1.2893,-0.1516,1.0,18.0471
146511,3180,47.4507,-15.163,-44.7151,4.7115,47.2161,0.0996,-1.8977,-1.0,44.2998,11.8019,42.2322,-6.2947,43.8502,-0.1431,1.2983,1.0,91.6416
146511,3181,1.769,-0.2785,-1.3687,-1.0803,1.3968,-0.7118,-1.7716,1.0,3.3093,-0.0011,0.6572,3.2417,0.6572,2.2991,1.5725,-1.0,4.5313
146511,3182,1.0288,-0.5209,-0.5501,0.688,0.7576,0.8148,-2.3289,1.0,14.0613,-4.7606,-9.9474,8.7232,11.0279,0.7256,-2.0172,-1.0,1.0239
146511,3183,1.8373,-0.2252,-1.5402,0.9703,1.5566,0.5887,-1.716,1.0,1.8106,0.9583,-0.2015,1.5193,0.9792,1.223,-0.2072,-1.0,1.881
146511,3184,4.1931,1.8493,0.9145,3.649,2.063,1.3352,0.4593,-1.0,15.0661,7.2374,-2.6849,12.9378,7.7194,1.2886,-0.3552,1.0,3.177
146511,3185,4.9371,3.098,-3.1499,2.2009,4.4181,0.4796,-0.7937,1.0,4.1377,0.4706,3.5122,-2.1336,3.5436,-0.5706,1.4376,-1.0,8.3355
146511,3186,1.8929,-0.8073,-1.3233,-1.0813,1.5501,-0.6507,-2.1186,-1.0,1.308,0.735,1.022,0.3391,1.2588,0.2662,0.9473,1.0,3.0982
146511,3187,10.7281,-4.3606,0.2891,9.7971,4.3702,1.5468,3.0754,1.0,2.4376,1.6149,1.3949,-1.1736,2.1339,-0.5255,0.7124,-1.0,9.4127
146511,3188,4.8239,-1.4953,1.3188,4.3913,1.9938,1.5307,2.4188,-1.0,19.1197,-5.0746,2.186,18.3036,5.5254,1.9129,2.7348,1.0,1.6703
146511,3189,1.5624,-0.636,-0.1775,1.412,0.6603,1.5039,-2.8695,-1.0,1.8869,-0.9802,0.7958,1.3982,1.2626,0.9553,2.4596,1.0,1.0026
146511,3190,8.7495,-0.5871,7.3179,4.7587,7.3415,0.6097,1.6508,-1.0,10.1871,-1.8582,-7.5118,-6.6246,7.7382,-0.7759,-1.8133,1.0,18.6841
146511,3191,8.6189,-0.1098,-4.5394,7.325,4.5407,1.2559,-1.595,-1.0,12.3417,-1.3346,-5.7604,10.8325,5.9129,1.3659,-1.7985,1.0,1.216
146511,3192,1.2497,-0.2239,0.1891,1.2103,0.2931,2.1256,2.4404,1.0,2.7867,-2.1562,-0.9958,-1.4538,2.3751,-0.5792,-2.7089,-1.0,3.1492
146511,3193,1.9908,-1.1986,-0.2085,-1.5722,1.2166,-1.0737,-2.9694,-1.0,2.6683,1.6026,1.4524,-1.5592,2.1628,-0.6697,0.7363,1.0,3.1924
146511,3194,9.4507,-5.0814,-5.4869,5.7773,7.4784,0.7111,-2.3178,1.0,1.1815,0.3194,-1.0656,0.3836,1.1124,0.3383,-1.2796,-1.0,3.0779
146511,3195,11.3258,-1.3377,-5.5277,-9.7937,5.6872,-1.3119,-1.8082,-1.0,7.6469,-6.764,1.5358,-3.2176,6.9362,-0.4487,2.9183,1.0,10.4448
146511,3196,2.6647,-1.1042,-0.5231,-2.3657,1.2218,-1.4147,-2.6991,1.0,36.6865,-4.3783,-8.2901,-35.4682,9.3752,-2.0407,-2.0567,-1.0,3.063
146511,3197,4.4009,1.5864,2.0171,-3.5737,2.5662,-1.1337,0.9044,-1.0,4.4312,-2.1083,-1.856,3.4256,2.8088,1.0284,-2.4198,1.0,8.814
146511,3198,1.7826,-0.6515,0.207,1.6429,0.6836,1.6107,2.8339,-1.0,4.5723,-0.9884,2.0766,3.9504,2.2999,1.3097,2.015,1.0,1.0934
146511,3199,48.449,-13.205,-27.1753,-37.8738,30.2137,-1.0498,-2.0231,1.0,47.3306,12.2658,29.2283,35.1486,31.6977,0.9563,1.1735,-1.0,95.7141
146511,3200,4.0283,-3.7374,0.8687,-1.2217,3.8371,-0.3133,2.9132,1.0,5.8266,3.8839,-1.9091,3.8999,4.3277,0.8097,-0.4569,-1.0,9.4256
146511,3201,39.5991,-12.441,-36.7996,-7.6873,38.8457,-0.1966,-1.8968,-1.0,67.4863,24.0588,45.8081,-43.3265,51.7417,-0.7616,1.0872,1.0,92.9987
146511,3202,51.753,14.2866,20.0913,45.5038,24.6529,1.3725,0.9527,-1.0,43.3752,-5.3747,-29.1003,-31.7125,29.5925,-0.9311,-1.7534,1.0,93.2662
146511,3203,1.4627,-0.0611,0.7984,1.2194,0.8008,1.2074,1.6472,1.0,1.7554,0.158,-0.4593,-1.6835,0.4858,-1.9563,-1.2394,-1.0,3.1648
146511,3204,48.665,45.4113,-16.2582,6.4623,48.2339,0.1336,-0.3438,1.0,41.9148,-38.7125,14.7762,-6.3122,41.4366,-0.1518,2.777,-1.0,90.3195
146511,3205,0.399,-0.0147,-0.3211,-0.2114,0.3214,-0.6176,-1.6164,1.0,4.6305,2.2395,-0.8093,-3.9699,2.3813,-1.284,-0.3468,-1.0,1.2588
146511,3206,6.8777,-3.1785,-2.2049,5.6857,3.8684,1.1779,-2.5351,1.0,13.9421,-4.6103,-6.568,11.4007,8.0246,1.15,-2.1828,-1.0,1.9717
146511,3207,10.0785,-2.7593,0.2064,-9.6906,2.7671,-1.9663,3.0669,-1.0,0.3834,-0.1989,0.1465,-0.2735,0.2471,-0.955,2.5066,1.0,1.1366
146511,3208,6.8706,-1.3795,-1.7762,6.4912,2.249,1.7819,-2.2312,-1.0,2.2004,-1.4891,-1.5802,-0.3408,2.1713,-0.1563,-2.3265,1.0,4.996
146511,3209,0.78,-0.0896,-0.0338,0.7668,0.0957,2.7778,-2.7809,-1.0,2.2921,-0.608,1.5232,1.5977,1.64,0.863,1.9506,1.0,1.0684
146511,3210,9.4782,-5.2689,5.9572,-5.1552,7.9529,-0.6097,2.295,-1.0,14.8352,-7.2189,10.3349,-7.8199,12.6065,-0.5862,2.1805,1.0,1.1892
146511,3211,2.13,1.7223,0.3421,-1.201,1.756,-0.6395,0.1961,-1.0,1.158,-0.7061,0.1871,0.8923,0.7304,1.0297,2.8825,1.0,3.0664
146511,3212,10.0219,-1.2078,2.4113,-9.6516,2.6968,-1.9872,2.0352,-1.0,3.8774,-0.8364,-3.781,-0.1678,3.8724,-0.0433,-1.7885,1.0,9.5244
146511,3213,4.9009,-0.1191,3.3947,-3.5312,3.3968,-0.9091,1.6059,-1.0,5.6203,-3.3034,3.3365,-3.0873,4.6952,-0.6175,2.3512,1.0,3.1412
146511,3214,1.206,0.2871,-1.0614,0.4841,1.0996,0.4272,-1.3067,1.0,3.27,-1.2809,1.2621,2.7292,1.7982,1.2046,2.3636,-1.0,2.9466
146511,3215,8.6165,-6.6277,2.0929,-5.0918,6.9503,-0.6792,2.8357,1.0,2.6545,-0.6331,0.5846,-2.5085,0.8617,-1.7899,2.396,-1.0,3.0631
146511,3216,0.718,0.6697,0.2095,0.11,0.7017,0.1561,0.3032,-1.0,0.6576,-0.6379,-0.0823,0.0874,0.6432,0.1354,-3.0132,1.0,1.3551
146511,3217,3.8121,-2.5517,1.7914,-2.191,3.1178,-0.6549,2.5295,1.0,1.1549,0.2794,0.958,-0.5717,0.9979,-0.5454,1.287,-1.0,2.0776
146511,3218,3.5969,0.6494,1.2069,3.3239,1.3705,1.6191,1.0772,1.0,2.5452,0.4417,-2.5039,-0.0464,2.5426,-0.0182,-1.3962,-1.0,4.9102
146511,3219,12.4369,-6.5306,7.7073,7.2535,10.102,0.6674,2.2737,1.0,12.4752,5.7495,-6.0838,-9.2493,8.3707,-0.9537,-0.8136,-1.0,24.7665
146511,3220,1.0942,-0.5943,-0.666,-0.624,0.8926,-0.6519,-2.2993,-1.0,1.2515,0.5985,0.9192,0.5933,1.0969,0.5175,0.9937,1.0,2.3318
146511,3221,4.8459,-0.3587,3.9561,-2.7736,3.9723,-0.6512,1.6612,1.0,4.7833,1.8247,-3.3072,2.933,3.7771,0.7142,-1.0666,-1.0,9.4935
146511,3222,9.1082,3.4852,-8.397,0.5392,9.0916,0.0593,-1.1774,-1.0,3.7094,1.009,1.8235,3.0668,2.0841,1.1789,1.0654,1.0,9.3743
146511,3223,1.9514,-0.1415,-0.089,-1.9414,0.1672,-3.1472,-2.5801,-1.0,1.3693,-0.5142,0.3231,1.2227,0.6073,1.4496,2.5805,1.0,3.1664
146511,3224,16.4678,4.5473,14.6133,6.0785,15.3045,0.3874,1.2691,1.0,2.4727,0.0288,1.3106,2.0939,1.311,1.2475,1.5488,-1.0,4.176
146511,3225,7.7845,1.1365,-6.3938,-4.2913,6.494,-0.6203,-1.3949,-1.0,3.1859,-1.3565,2.8736,0.204,3.1776,0.0641,2.0118,1.0,9.5501
146511,3226,8.7074,0.299,-7.9432,-3.553,7.9488,-0.4333,-1.5332,-1.0,4.4164,-2.0457,-3.6677,-1.3625,4.1997,-0.319,-2.0796,1.0,3.1949
146511,3227,1.5559,0.1198,-0.0032,-1.5477,0.1198,-3.2529,-0.0264,-1.0,0.6524,0.3907,-0.1328,0.4941,0.4127,1.0143,-0.3276,1.0,1.8675
146511,3228,7.8209,1.3215,6.3325,-4.3942,6.4689,-0.6356,1.3651,-1.0,1.2473,0.5111,-0.1175,-1.1268,0.5244,-1.5082,-0.226,1.0,3.1253
146511,3229,0.8206,0.4518,0.1041,-0.6688,0.4636,-1.1625,0.2266,1.0,0.6195,0.2817,-0.0181,0.5412,0.2823,1.4061,-0.064,-1.0,1.2298
146511,3230,0.6146,-0.0715,-0.4475,0.4014,0.4532,0.7982,-1.7292,1.0,8.3892,0.7213,2.2342,8.0533,2.3478,1.9464,1.2585,-1.0,2.4436
146511,3231,1.2499,-0.5327,-1.1016,0.2318,1.2237,0.1883,-2.0212,-1.0,3.0472,3.0273,0.066,0.3248,3.028,0.1071,0.0218,1.0,3.2954
146511,3232,11.507,-9.9688,0.0912,-5.7458,9.9692,-0.5484,3.1324,-1.0,11.9362,11.822,-1.5631,-0.5067,11.9249,-0.0425,-0.1315,1.0,22.4697
146511,3233,1.0167,-0.1812,0.179,0.9786,0.2547,2.0558,2.3624,1.0,3.8304,-1.717,2.1007,2.7017,2.7132,0.8784,2.256,-1.0,1.0719
146511,3234,1.6727,0.2564,-1.3615,-0.9312,1.3855,-0.6297,-1.3847,-1.0,2.0506,0.6423,-0.2461,-1.9289,0.6878,-1.7547,-0.3659,1.0,1.5134
146511,3235,27.0042,0.7265,19.5754,18.5874,19.5889,0.8448,1.5337,-1.0,6.0045,-0.319,3.9417,4.5171,3.9546,0.9785,1.6516,1.0,1.5928
146511,3236,45.7801,33.2826,29.5848,10.6212,44.5308,0.2363,0.7266,-1.0,45.8216,-32.5197,-30.2198,-11.3507,44.3934,-0.253,-2.3928,1.0,91.5934
146511,3237,4.0668,3.0389,-1.0655,-2.4814,3.2203,-0.7095,-0.3372,-1.0,1.3181,1.1998,0.1574,-0.5117,1.2101,-0.4112,0.1305,1.0,1.1166
146511,3238,16.1674,-3.9198,-7.0523,-14.0098,8.0684,-1.3191,-2.0781,1.0,12.4459,-4.9277,-2.8155,-11.0762,5.6753,-1.4218,-2.6225,-1.0,3.7105
146511,3239,6.2661,0.7084,-6.1917,-0.6438,6.2321,-0.1031,-1.4569,-1.0,1.1113,0.5988,-0.9288,-0.0512,1.1051,-0.0463,-0.9981,1.0,1.2385
146511,3240,45.6936,-32.5467,19.5721,25.4075,37.9784,0.6271,2.6002,-1.0,43.4924,33.5305,-14.9569,-23.3146,36.7152,-0.5986,-0.4196,1.0,89.0365
146511,3241,1.2386,-0.8688,-0.478,-0.7346,0.9916,-0.6858,-2.6387,-1.0,12.3143,-2.9063,1.9008,-11.814,3.4727,-1.9384,2.5624,1.0,3.1523
146511,3242,85.0417,52.0593,2.1351,-67.2112,52.1031,-1.0723,0.041,-1.0,25.4876,-21.8693,8.2466,10.1652,23.3725,0.4223,2.781,1.0,89.125
146511,3243,2.378,-0.0897,0.8194,2.228,0.8243,1.7201,1.6799,1.0,2.3783,0.0903,-0.8117,-2.2312,0.8168,-1.73,-1.46,-1.0,4.7563
146511,3244,7.7387,-1.9218,-1.8132,7.2729,2.6421,1.7372,-2.3853,-1.0,4.4159,0.2065,-1.3078,4.2114,1.324,1.8741,-1.4142,1.0,1.7781
146511,3245,1.5098,-1.3474,0.0122,-0.6726,1.3475,-0.4805,3.1326,1.0,1.5057,1.433,0.0818,0.4425,1.4354,0.3036,0.057,-1.0,3.004
